dataset,case_id,fault_type,root_service,fold,z1_rank,z1_root_margin,z2_rank,z2_root_margin,z3_rank,z3_root_margin,z2_vs_z1,z3_vs_z1,z2_top1_gained,z2_top1_lost,z3_top1_gained,z3_top1_lost,z2_top3_gained,z2_top3_lost,z3_top3_gained,z3_top3_lost,z2_top5_gained,z2_top5_lost,z3_top5_gained,z3_top5_lost
re2tt,re2tt-93fbbdf23f58f440,cpu,ts-route-service,0,6,-1.7764981515316727,2,-0.6690244167592532,5,-2.085931924801944,improved,improved,0,0,0,0,1,0,0,0,1,0,1,0
re2tt,re2tt-94bd05feab03461e,loss,ts-route-service,0,2,-1.591929431696851,1,0.9492158331633167,1,0.9654408362855342,improved,improved,1,0,1,0,0,0,0,0,0,0,0,0
re2tt,re2tt-995607e863fb7731,disk,ts-order-service,2,1,136.66238119568496,1,90.31705495253692,1,44.56080789586227,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-a0c0a90c5448e7fa,cpu,ts-auth-service,1,1,0.56123772869757,1,1.4193752084105444,1,6.668228289437119,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-a141811c79edaa0b,delay,ts-route-service,2,2,-0.5568272602059237,4,-1.279789046697747,4,-1.112900512876962,degraded,degraded,0,0,0,0,0,1,0,1,0,0,0,0
re2tt,re2tt-a33887653c475d04,mem,ts-route-service,2,2,-0.0727470929242271,1,0.3635970887989739,3,-7.5777239765888496,improved,degraded,1,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-a7213c3da47edbd0,socket,ts-train-service,1,4,-2.24223567548819,1,0.6860507625967855,1,5.13255280610821,improved,improved,1,0,1,0,1,0,1,0,0,0,0,0
re2tt,re2tt-aa71e41ec8e7922d,socket,ts-auth-service,1,1,2.2382608489552105,1,4.2459804237634495,8,-9.209878887058895,unchanged,degraded,0,0,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-ae09714023e727e1,mem,ts-auth-service,1,1,1.3439611151782591,1,1.004779435913214,7,-8.093224047195868,unchanged,degraded,0,0,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-afdac60e6b000d3c,loss,ts-order-service,0,1,0.12148966074015899,5,-1.1540040719667513,5,-1.6820781204022026,degraded,degraded,0,1,0,1,0,1,0,1,0,0,0,0
re2tt,re2tt-b2342b2478b249cb,disk,ts-train-service,0,1,205.13207374095438,1,136.93612931521258,1,63.100003539264115,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-b5173d4edf252af8,disk,ts-route-service,0,1,123.88844804306396,1,89.90933326763485,1,51.676476101692565,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-bbbcbf7787fa152c,mem,ts-auth-service,0,1,1.7278933920121586,1,2.03177212928742,1,1.621440507984797,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-bc9cd2d131533d16,mem,ts-travel-service,1,1,0.11988663217537265,1,2.0393973726624433,1,1.925502684657964,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-bed634aec03e773f,socket,ts-travel-service,0,2,-0.04495438367209559,1,1.3003693481292906,1,3.07116684199017,improved,improved,1,0,1,0,0,0,0,0,0,0,0,0
re2tt,re2tt-c1b234f6cc4acbee,disk,ts-auth-service,0,1,87.32667069105261,1,60.99377769016536,1,32.19049318123112,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-c7f9112580bfde33,disk,ts-train-service,1,1,93.31895231925364,1,59.477769738472865,1,34.351598101776425,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-c82529d65e13adc0,socket,ts-auth-service,0,1,4.910455085744827,1,4.631689827419331,1,8.254006617036222,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-c8fbd9a7d1e92284,disk,ts-travel-service,0,1,126.74012083240342,1,89.14990390544192,1,36.41206566565602,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-cb1f1df38c99005a,socket,ts-auth-service,2,2,-0.3846743541220645,1,1.046239111432607,3,-4.427061348472456,improved,degraded,1,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-cb3381bf9ed05034,loss,ts-travel-service,1,3,-0.7789811341708761,11,-5.768532803477221,31,-14.240723865905872,degraded,degraded,0,0,0,0,0,1,0,1,0,1,0,1
re2tt,re2tt-cc6c772d4116d054,delay,ts-auth-service,2,10,-1.0193345892938561,13,-4.944409334079416,20,-10.546823995145777,degraded,degraded,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-cdf514b035f34990,disk,ts-order-service,0,1,147.11245982672335,1,98.79996911463704,1,45.41169704763111,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-d0a74725c5d96362,delay,ts-order-service,2,1,0.6284956065204019,1,4.541165312122981,1,15.018919602786646,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-d14727a3c74e9768,socket,ts-route-service,2,4,-0.34790764350417636,1,2.311863352158724,1,4.335554931987566,improved,improved,1,0,1,0,1,0,1,0,0,0,0,0
re2tt,re2tt-d4b1d66aaaa1a728,cpu,ts-order-service,1,1,1.300709618919412,1,4.106390910161157,1,1.9852018659365136,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-d83931768111dc58,disk,ts-travel-service,1,1,101.19624647181024,1,65.60108777895412,1,46.84161893283918,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-e3f89de859062727,cpu,ts-travel-service,2,2,-0.007923345363969325,1,0.6855381046244151,1,1.5021969731230023,improved,improved,1,0,1,0,0,0,0,0,0,0,0,0
re2tt,re2tt-e44ccb97e7cc1570,cpu,ts-auth-service,0,1,0.9207698473589021,1,5.4282402640422305,2,-2.671495095044289,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2tt,re2tt-e4be9aa8e249ddf3,delay,ts-order-service,0,2,-0.5076479546140176,3,-0.5411329380779675,1,1.0566204918073918,degraded,improved,0,0,1,0,0,0,0,0,0,0,0,0
re2tt,re2tt-e76e500ff655313b,delay,ts-auth-service,1,11,-1.1245532888531233,34,-5.308268078472927,58,-15.498307382467246,degraded,degraded,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-e9071bdee1904785,loss,ts-travel-service,2,3,-0.5248340965289868,3,-1.7035400429357095,2,-1.558633657237845,unchanged,improved,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-ee2421859dfb0792,loss,ts-order-service,1,2,-0.3306680595694216,3,-0.8284708464132224,3,-0.5496014646950176,degraded,degraded,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-f09cbf3636ad02de,cpu,ts-travel-service,1,1,0.023638614766515076,1,3.5425257338269986,1,6.6886195765031164,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-f1aa29dd3ba2343f,socket,ts-train-service,2,1,15.180531368853696,1,7.06066322733777,1,20.127856725865808,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-f5512e2434f96386,mem,ts-route-service,1,1,0.12902262732911396,2,-0.07759763967671063,6,-7.849755226013123,degraded,degraded,0,1,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-f578fe138f6d4c7a,mem,ts-travel-service,2,1,0.31049049629967485,1,1.2672358303777873,7,-8.34160408597787,unchanged,degraded,0,0,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-fa81461ebec56b42,disk,ts-train-service,2,1,118.62572816617474,1,77.35744043206353,1,37.23400943683248,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-fb57d883cd727c81,delay,ts-travel-service,2,1,0.3115972902466453,4,-1.7985592699331345,12,-15.765712677632111,degraded,degraded,0,1,0,1,0,1,0,1,0,0,0,1
re2tt,re2tt-fc53b7fb52199fb7,mem,ts-order-service,2,1,0.3792245674592243,1,1.6402775685026239,2,-0.7464287511381293,unchanged,degraded,0,0,0,1,0,0,0,0,0,0,0,0
re2tt,re2tt-fd20b1f93a6ff4c0,disk,ts-route-service,1,1,124.14287478560797,1,78.37340953484495,1,41.50796246388672,unchanged,unchanged,0,0,0,0,0,0,0,0,0,0,0,0
re2tt,re2tt-fe28a6c0dbd7d892,cpu,ts-order-service,0,1,2.720078525227213,1,1.6601895073029906,17,-8.220171843887687,unchanged,degraded,0,0,0,1,0,0,0,1,0,0,0,1
re2tt,re2tt-ffda523857bbf5c2,loss,ts-train-service,2,13,-2.481879202603359,2,-1.6985426568185513,1,2.220790879272334,improved,improved,0,0,1,0,1,0,1,0,1,0,1,0
