asset_path,source_path,source_commit,source_blob_sha,source_file_sha256,asset_sha256,evidence_class,thesis_use,citation_allowed,derived_or_copied,derivation,caveat
docs/supporting/P3_POSTMORTEM.md,docs/P3_POSTMORTEM.md,9342e06db91945be2e44703437229ba45b18bda8,200b31aa4709a34d434b625a2cee527af7633413,8e1b251e95ddca622fc8a923ae2b37f6c7f155f07149067e1eaf98e1f1a14a71,8e1b251e95ddca622fc8a923ae2b37f6c7f155f07149067e1eaf98e1f1a14a71,DIAGNOSTIC,limitation or post-hoc diagnostic; not confirmatory,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/P4_CONTEXT_DIAGNOSTIC_LIMITATION.md,docs/P4_CONTEXT_DIAGNOSTIC_LIMITATION.md,9342e06db91945be2e44703437229ba45b18bda8,29e5812d71ac5ff845ab176c7fd3f139c6e3eb1a,6f56dd920699ee636c09fda9f6c0400cec81624ae815b1d8c992ae7162062c2c,6f56dd920699ee636c09fda9f6c0400cec81624ae815b1d8c992ae7162062c2c,DIAGNOSTIC,limitation or post-hoc diagnostic; not confirmatory,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/P4_G0_DECISION.md,docs/P4_G0_DECISION.md,9342e06db91945be2e44703437229ba45b18bda8,0b1a3e09a7c46e73a2b7a0b5babad0bdfb51ed25,678c6779c62a91a7b6923b78387bb83ad869fea3511e4b3e5f06b522f60f4c33,678c6779c62a91a7b6923b78387bb83ad869fea3511e4b3e5f06b522f60f4c33,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/P4_G0_FAILURE_ANALYSIS.md,docs/P4_G0_FAILURE_ANALYSIS.md,9342e06db91945be2e44703437229ba45b18bda8,3c538cc2a092c5cbb5dff671a82b14f0c56ebd7f,9d3708e53cd8d68e4f8ab233b84b53a61750f6b77b6e4f9cc3201dfc04148b0c,9d3708e53cd8d68e4f8ab233b84b53a61750f6b77b6e4f9cc3201dfc04148b0c,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/P4_G0_IMPLEMENTATION_AUDIT.md,docs/P4_G0_IMPLEMENTATION_AUDIT.md,9342e06db91945be2e44703437229ba45b18bda8,37b9a365f22816c67ba6421fb07d6509ee25eda1,2c9cdcbce3a84783254266b9c65c4e84ede39cd7fff8ad605c6292ccdd3a772a,2c9cdcbce3a84783254266b9c65c4e84ede39cd7fff8ad605c6292ccdd3a772a,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/P4_G0_RESULTS.md,docs/P4_G0_RESULTS.md,9342e06db91945be2e44703437229ba45b18bda8,5ffc9c7a6b1479361994b0cd1b76011eaeca777c,0f47872a1d8f35d932e48c662ddb0155e4af64250cda6a3022a4899491cda876,0f47872a1d8f35d932e48c662ddb0155e4af64250cda6a3022a4899491cda876,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/P4_PROTOCOL_DEVIATIONS.md,docs/P4_PROTOCOL_DEVIATIONS.md,9342e06db91945be2e44703437229ba45b18bda8,d9c6ea0e83a3333c557863337a9f026458853d9b,439b01129ff6f8357c2499e6b7031b93eb019de04e89e62c74d0422d7d325b7a,439b01129ff6f8357c2499e6b7031b93eb019de04e89e62c74d0422d7d325b7a,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/RCA_FINAL_METHOD_FREEZE_V1.0.md,docs/RCA_FINAL_METHOD_FREEZE_V1.0.md,9342e06db91945be2e44703437229ba45b18bda8,d72509f950c014ca03a708283dc2fbb9bd8fac0e,f4b2d7ebcca898a8f346ad2332c0a1aa29aed1a869447181d02bc2bea1246a10,f4b2d7ebcca898a8f346ad2332c0a1aa29aed1a869447181d02bc2bea1246a10,SUPPORTING,"method, protocol, audit, or provenance context",true,COPIED,byte-identical copy of committed frozen evidence,
docs/supporting/RCA_P3_Research_Execution_Protocol_V0.6_min.md,docs/RCA_P3_Research_Execution_Protocol_V0.6_min.md,9342e06db91945be2e44703437229ba45b18bda8,7434580e726d9fc89a51c93bcc382d4a0f8da0af,3739351008eff3ff8f2388c4b5f5580b9ebd117dba3e5ec28d1ec3fdb99de43d,3739351008eff3ff8f2388c4b5f5580b9ebd117dba3e5ec28d1ec3fdb99de43d,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/RCA_P4_G0_MINIMAL_COMPARATIVE_PROTOCOL_V0.7.md,docs/RCA_P4_G0_MINIMAL_COMPARATIVE_PROTOCOL_V0.7.md,9342e06db91945be2e44703437229ba45b18bda8,0cfcc35a630d5d33bf5e5beab24b562b7f961d57,8bbd9d9dc69778f3c2a677dbcaf38273421a2c005bae91233d72faa71f3c8fb7,8bbd9d9dc69778f3c2a677dbcaf38273421a2c005bae91233d72faa71f3c8fb7,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/README.md,docs/README.md,9342e06db91945be2e44703437229ba45b18bda8,0a3ab808f0456a5bd4d34e177225d30ba087228d,138d26a824640edd676968dc1f4b99e9a4cf4c386584cbe4687a829c5b15746b,138d26a824640edd676968dc1f4b99e9a4cf4c386584cbe4687a829c5b15746b,SUPPORTING,"method, protocol, audit, or provenance context",true,COPIED,byte-identical copy of committed frozen evidence,
docs/supporting/REPRESENTATION_FREEZE.md,docs/REPRESENTATION_FREEZE.md,9342e06db91945be2e44703437229ba45b18bda8,088adf54424a01f3128963f1df98f51151b9df91,df5952dfe2a3978e0d83739f157fe1b028461f89223b69bfcb631a8348eb9637,df5952dfe2a3978e0d83739f157fe1b028461f89223b69bfcb631a8348eb9637,SUPPORTING,"method, protocol, audit, or provenance context",true,COPIED,byte-identical copy of committed frozen evidence,
docs/supporting/RESEARCH_STATUS.md,docs/RESEARCH_STATUS.md,9342e06db91945be2e44703437229ba45b18bda8,87b69dab616e4e90463e186fd7f6518f3ee6bef4,a7ce3fdeef7932c36a80c15baf7ef102204266bd87d789a83a901684d20de4f4,a7ce3fdeef7932c36a80c15baf7ef102204266bd87d789a83a901684d20de4f4,SUPPORTING,"method, protocol, audit, or provenance context",true,COPIED,byte-identical copy of committed frozen evidence,
docs/supporting/S3_SERVICE_IDENTITY_PROBE.md,docs/S3_SERVICE_IDENTITY_PROBE.md,9342e06db91945be2e44703437229ba45b18bda8,3a5fd6656e86233a6f2621060b778c27a3ea2b1a,12ed8bb8d085c4ac07cd9e4647e0fe419522b9a066f0ce34d42639c02cde0210,12ed8bb8d085c4ac07cd9e4647e0fe419522b9a066f0ce34d42639c02cde0210,DIAGNOSTIC,limitation or post-hoc diagnostic; not confirmatory,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
docs/supporting/SPLIT_PROTOCOL.md,docs/SPLIT_PROTOCOL.md,9342e06db91945be2e44703437229ba45b18bda8,577f1f3ec0f1e05dc7c86a800c23d7b67fcca144,97be8f71a73428df99797fa6e3a8f5939ed6d6d95c076166bf399d14f49c2e9e,97be8f71a73428df99797fa6e3a8f5939ed6d6d95c076166bf399d14f49c2e9e,SUPPORTING,"method, protocol, audit, or provenance context",true,COPIED,byte-identical copy of committed frozen evidence,
docs/supporting/ZERO_MODEL_AUDIT.md,docs/ZERO_MODEL_AUDIT.md,9342e06db91945be2e44703437229ba45b18bda8,f257cdbf17f7774f284410ab51a6815eda23e7bb,7ab879f663dafa0d8d9bd76f9c8a3a7c6e7cb42a28110187ec9da9239278e371,7ab879f663dafa0d8d9bd76f9c8a3a7c6e7cb42a28110187ec9da9239278e371,DEVELOPMENT,internal P3/P4/optimization evidence; bounded use only,true,COPIED,byte-identical copy of committed frozen evidence,Historical or development documents are retained with their class and use boundary.
raw/controls/checksums.json,artifacts/final_audit/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,7b695f3e93e4e8d45e93652f4c2c4a7a3f52595d,459bddf1ebb5f0c8ed269c32c53e26243fc3d289d2b302e035b525d3b0adf467,459bddf1ebb5f0c8ed269c32c53e26243fc3d289d2b302e035b525d3b0adf467,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/control_comparisons.json,artifacts/final_audit/control_comparisons.json,9342e06db91945be2e44703437229ba45b18bda8,081547b6dfb8b0ee118b8cd1e0a7894f67fd8a61,864f018f8196f4cfac233ad089b54eabf587d59ab3b4b655b609d3c33063a971,864f018f8196f4cfac233ad089b54eabf587d59ab3b4b655b609d3c33063a971,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s0_deterministic_metrics.json,artifacts/final_audit/controls/re2ob/s0_deterministic_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,82dc005dc4d611d71a5897a7dc8f67eb383ba5e9,ae4a6bc7a78efdd0106936c268a2b13204a0fe144d9da4319c34631dbd023172,ae4a6bc7a78efdd0106936c268a2b13204a0fe144d9da4319c34631dbd023172,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s0_deterministic_predictions.jsonl,artifacts/final_audit/controls/re2ob/s0_deterministic_predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,f8eb4f63f1b072c9260c8d1827d585751e819b47,bc9b53ff1fb8afb40be17b0f88af4e8d7358e8fb47a6fe1c8577ee06c4d0693a,bc9b53ff1fb8afb40be17b0f88af4e8d7358e8fb47a6fe1c8577ee06c4d0693a,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s0_seen_roots.json,artifacts/final_audit/controls/re2ob/s0_seen_roots.json,9342e06db91945be2e44703437229ba45b18bda8,96219d1a1dbd5f68fa0d9ac5d5c3afb01e3f9b91,b2fe7607ba8b0e9998c0536a85c4675b6f72236aca0b0eb6dd63ef49726b6c73,b2fe7607ba8b0e9998c0536a85c4675b6f72236aca0b0eb6dd63ef49726b6c73,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s0_tie_neutral_metrics.json,artifacts/final_audit/controls/re2ob/s0_tie_neutral_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,04c17828b87498409e561ba5cfb0cdf7fd158e6b,5d38b50d12affc61fb8e7ab55f0d67645ea7b59e126a86202275f41b8314feef,5d38b50d12affc61fb8e7ab55f0d67645ea7b59e126a86202275f41b8314feef,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s1_metrics.json,artifacts/final_audit/controls/re2ob/s1_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,4d64a6c5e0dca7cca7d480333e6bb774f199dc2a,9466ab90c234b1ac3406e38899531e59a601799826bdfc1d2e950ab395085e13,9466ab90c234b1ac3406e38899531e59a601799826bdfc1d2e950ab395085e13,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s1_model_state/manifest.json,artifacts/final_audit/controls/re2ob/s1_model_state/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,388a526861831c809d431688b85b201f8ded9704,110a3f8db859dc7147b30751d2ef6dcab9433146d0c81c58420d510c11682e16,110a3f8db859dc7147b30751d2ef6dcab9433146d0c81c58420d510c11682e16,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s1_predictions.jsonl,artifacts/final_audit/controls/re2ob/s1_predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,34388c56aec1835f0e6f79b3cb5faf2e3c330132,76fe5992983b56ba1d2e1a6bdf5c82b5eae09320fbf5d6c6f20e9c3f4d7aa39b,76fe5992983b56ba1d2e1a6bdf5c82b5eae09320fbf5d6c6f20e9c3f4d7aa39b,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s2_metrics.json,artifacts/final_audit/controls/re2ob/s2_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,01d895cc0848ae6c14ae18effe1b2a734a5e302e,5a77c3f6e6dea88909caa83140d8453effbcf693633d53aae17449b6fb8c98e3,5a77c3f6e6dea88909caa83140d8453effbcf693633d53aae17449b6fb8c98e3,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s2_model_state/manifest.json,artifacts/final_audit/controls/re2ob/s2_model_state/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,b584025ad62f7c3e92bef41d85512487010569c0,71fd7355e8945e465f483a7adc620d4044469fab757f930f47819df21f12947b,71fd7355e8945e465f483a7adc620d4044469fab757f930f47819df21f12947b,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2ob/s2_predictions.jsonl,artifacts/final_audit/controls/re2ob/s2_predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,3f5a680bf959ca8354cb938eb7d956d495091996,19281fb2055abadac061c17ef8a35593f748136253c10148f160896fb919eba9,19281fb2055abadac061c17ef8a35593f748136253c10148f160896fb919eba9,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s0_deterministic_metrics.json,artifacts/final_audit/controls/re2tt/s0_deterministic_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,e9bf696a473ed0776366aec9173de3dce3418941,bcbce718865bce61c00445005b4b093cc6307067907b0bea954925a02b465221,bcbce718865bce61c00445005b4b093cc6307067907b0bea954925a02b465221,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s0_deterministic_predictions.jsonl,artifacts/final_audit/controls/re2tt/s0_deterministic_predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,8fcb999d64e66efdf70aae7e54d9816cc0efcac6,ceaa413688e3e69d2dfc2b44f1ff274db6c6176e5738a77582f57495e8867e6d,ceaa413688e3e69d2dfc2b44f1ff274db6c6176e5738a77582f57495e8867e6d,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s0_seen_roots.json,artifacts/final_audit/controls/re2tt/s0_seen_roots.json,9342e06db91945be2e44703437229ba45b18bda8,3763e1ce68b8b05c0930941995d6f53b5ab04f32,21480e561c296cc6b337df7e19dc1564e1f4688fd250712fda3bf1c3cebd76d7,21480e561c296cc6b337df7e19dc1564e1f4688fd250712fda3bf1c3cebd76d7,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s0_tie_neutral_metrics.json,artifacts/final_audit/controls/re2tt/s0_tie_neutral_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,cf178fae133cd3d1f5a22ad21b5044f58577f8b1,4f484f41ae94d11e55366048f84b72fa0a4b8b93a3a606bb7c82e19ed46fbdf0,4f484f41ae94d11e55366048f84b72fa0a4b8b93a3a606bb7c82e19ed46fbdf0,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s1_metrics.json,artifacts/final_audit/controls/re2tt/s1_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,eaaf1f3143a78b9a7b0e63f6f97f9ea812ecbbe8,175cd95c09f5249d874c8f4667a59a687e4acb23dc70b97804f83eddee329453,175cd95c09f5249d874c8f4667a59a687e4acb23dc70b97804f83eddee329453,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s1_model_state/manifest.json,artifacts/final_audit/controls/re2tt/s1_model_state/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,0fc361da9ccca476a28537c68acfc8aa400603af,e5e40cbe385c866de52f4fb96e1f19c29fe9b6ce50584dd5c3c8e9b77b4a5f40,e5e40cbe385c866de52f4fb96e1f19c29fe9b6ce50584dd5c3c8e9b77b4a5f40,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s1_predictions.jsonl,artifacts/final_audit/controls/re2tt/s1_predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,932d5e63ec1b72159c13e0f0052fe1eb397b54e8,7cca12ead87c8ab14ded2039eb9266a60579f9ed3a40c9a60f793d88f38ce481,7cca12ead87c8ab14ded2039eb9266a60579f9ed3a40c9a60f793d88f38ce481,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s2_metrics.json,artifacts/final_audit/controls/re2tt/s2_metrics.json,9342e06db91945be2e44703437229ba45b18bda8,85a3b7780930a3470257cacedcb82f71d2c68ab6,d80130e61516ff8ccb2c60bf7c0c7a8ce79dba116fc33df1a11519d12fa30138,d80130e61516ff8ccb2c60bf7c0c7a8ce79dba116fc33df1a11519d12fa30138,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s2_model_state/manifest.json,artifacts/final_audit/controls/re2tt/s2_model_state/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,6dfe12156633dcc3e16e773c6e23e71f5231d13d,2e2bfa096c4b134cd4444a52d29d0491edae2be00c53a00896fbce662cbee9cb,2e2bfa096c4b134cd4444a52d29d0491edae2be00c53a00896fbce662cbee9cb,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/controls/re2tt/s2_predictions.jsonl,artifacts/final_audit/controls/re2tt/s2_predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,acb506a82272c7a479bfd34002cb1bcff555b412,d921461143c8b80f235947dc398a108d6be97b2c07a6273d8dfc84e462ea2627,d921461143c8b80f235947dc398a108d6be97b2c07a6273d8dfc84e462ea2627,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/environment.json,artifacts/final_audit/environment.json,9342e06db91945be2e44703437229ba45b18bda8,e5c137b3f414143b2022ffa332692fb3eb5d944c,37cf8c8c8e79e7dc9bf036fbe29c3a9b97d3de61274ccf57553bdcc2ebe7d0c9,37cf8c8c8e79e7dc9bf036fbe29c3a9b97d3de61274ccf57553bdcc2ebe7d0c9,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/postmortem/case_rank_transitions.csv,artifacts/postmortem/case_rank_transitions.csv,9342e06db91945be2e44703437229ba45b18bda8,f613677f1e3eb9ea92a1397e82f442e8c7d35283,238ec10e7824504feaeefe955a118c7f7c7cc3388b03a11372feb7dcd7410297,238ec10e7824504feaeefe955a118c7f7c7cc3388b03a11372feb7dcd7410297,DIAGNOSTIC,post-hoc diagnostic evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/postmortem/coverage_analysis.json,artifacts/postmortem/coverage_analysis.json,9342e06db91945be2e44703437229ba45b18bda8,de2cc1f109e05deebfecac2b21aeaefd81d2ab13,19ab2e4978457dc9f62ab169e51d8c25a2017aff194753ed44945abd36e3f20f,19ab2e4978457dc9f62ab169e51d8c25a2017aff194753ed44945abd36e3f20f,DIAGNOSTIC,post-hoc diagnostic evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/postmortem/fault_root_fold_analysis.json,artifacts/postmortem/fault_root_fold_analysis.json,9342e06db91945be2e44703437229ba45b18bda8,11b6c0690c1c323715ad70bd99004ca4443137be,d2c753c04f3406de970adc3c4d5dd50b6034b371eb0d9e02d511ea877a2f58a1,d2c753c04f3406de970adc3c4d5dd50b6034b371eb0d9e02d511ea877a2f58a1,DIAGNOSTIC,post-hoc diagnostic evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/postmortem/magnitude_inversion.json,artifacts/audits/magnitude_inversion.json,9342e06db91945be2e44703437229ba45b18bda8,485d6d106359db8480d23b4a24135a31f2e27ee7,ca8f96d600223e6694e95710d1360bef4514c6037936f1ea2b75a0bc84d3de52,ca8f96d600223e6694e95710d1360bef4514c6037936f1ea2b75a0bc84d3de52,DIAGNOSTIC,post-hoc magnitude inversion diagnostic,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/postmortem/mi_subset_analysis.json,artifacts/postmortem/mi_subset_analysis.json,9342e06db91945be2e44703437229ba45b18bda8,859edf23451e8c50e37cf47647527f94ea21c888,6fabccc2af9c504bfbd341a07ccc4f2a94d5a15b44c93ad1482ce902a4dc2539,6fabccc2af9c504bfbd341a07ccc4f2a94d5a15b44c93ad1482ce902a4dc2539,DIAGNOSTIC,post-hoc diagnostic evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/postmortem/z2_vs_z1_bootstrap.json,artifacts/postmortem/z2_vs_z1_bootstrap.json,9342e06db91945be2e44703437229ba45b18bda8,d906f41bf18816cc0a6f6ad29164e9d5c3ab0405,f9e5a8a97bc0719e132bce698cdd3479b28f56ba27835922d9f1ba418bb4fd21,f9e5a8a97bc0719e132bce698cdd3479b28f56ba27835922d9f1ba418bb4fd21,DIAGNOSTIC,post-hoc diagnostic evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/pre_event_features/re2ob/manifest.json,artifacts/final_audit/pre_event_features/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,061bf081ff2d830a4fc56ed9462cd748689c3ece,99c814dbf462078d79474d4db0fda6270bf6acdd5fac5cc002ec3adc49b03bcf,99c814dbf462078d79474d4db0fda6270bf6acdd5fac5cc002ec3adc49b03bcf,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/pre_event_features/re2tt/manifest.json,artifacts/final_audit/pre_event_features/re2tt/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,5edf12c03c5c6a41296b470235b1db6cb1df8912,fbb8ced192d81a69d5e10e82087a0548f7d50ce199138db251b5958979af7c99,fbb8ced192d81a69d5e10e82087a0548f7d50ce199138db251b5958979af7c99,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/provenance.json,artifacts/final_audit/provenance.json,9342e06db91945be2e44703437229ba45b18bda8,8e1765a160034618c6771a046cf74e6f7443d927,d10457cfc2340361f5ed6dd4d4890c82c47e41d76a90e88d907821f24c18f7fe,d10457cfc2340361f5ed6dd4d4890c82c47e41d76a90e88d907821f24c18f7fe,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/runtime.json,artifacts/final_audit/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,792604ebccc642a293f1923aedf584a7aaf674d9,89c4d25cc4ced52e0e86ede953bb2a92b6b0dcf993a2f5da0b148778a8367adb,89c4d25cc4ced52e0e86ede953bb2a92b6b0dcf993a2f5da0b148778a8367adb,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/s3_service_identity/checksums.json,artifacts/final_audit/s3_service_identity/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,d5c30782eec0edebfa45a199527a09f974a52241,e74431dbe79215144081677cde25dbcbe915e22316da127a03e4c9e46f2fd7fc,e74431dbe79215144081677cde25dbcbe915e22316da127a03e4c9e46f2fd7fc,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/s3_service_identity/provenance.json,artifacts/final_audit/s3_service_identity/provenance.json,9342e06db91945be2e44703437229ba45b18bda8,dfcdeb9acc5a5be8bdd2d09591433cda3443320e,df1760644a17a026c00c05d81611873c4a470305e10b3869a68ec997bfd874d3,df1760644a17a026c00c05d81611873c4a470305e10b3869a68ec997bfd874d3,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/s3_service_identity/re2ob.json,artifacts/final_audit/s3_service_identity/re2ob.json,9342e06db91945be2e44703437229ba45b18bda8,c7867ebe04c3ed6521b6d3380dea76665268252a,6da767f62c62ac8c66dd0e4425bdd70afa3c720492112379f89634204a3c2bc5,6da767f62c62ac8c66dd0e4425bdd70afa3c720492112379f89634204a3c2bc5,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/s3_service_identity/re2tt.json,artifacts/final_audit/s3_service_identity/re2tt.json,9342e06db91945be2e44703437229ba45b18bda8,f06ec2132381af1b85fa084fd35d221ecb0e467c,12e31175902dd9b1b772b373f8a182ba1d30f8abdab38307cba2e3ecc42bca59,12e31175902dd9b1b772b373f8a182ba1d30f8abdab38307cba2e3ecc42bca59,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/s3_service_identity/summary.json,artifacts/final_audit/s3_service_identity/summary.json,9342e06db91945be2e44703437229ba45b18bda8,aa2e88adde1dd6b47238752dfc404c1db0d92505,3a7d75b0ced5a3128a6597aee7ae7902a57b3daaa6110990e8912a340f61cc39,3a7d75b0ced5a3128a6597aee7ae7902a57b3daaa6110990e8912a340f61cc39,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/controls/summary.json,artifacts/final_audit/summary.json,9342e06db91945be2e44703437229ba45b18bda8,03d71623f1602899ed65ea998a887e54972f324c,61d48c6c9b505874ac0929452f5f8f5416b8c224057b04a90aecf92c4576de1f,61d48c6c9b505874ac0929452f5f8f5416b8c224057b04a90aecf92c4576de1f,SUPPORTING,final falsification controls and audit evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/evidence_closure/bootstrap_corrected_v1_1.json,artifacts/evidence_closure/bootstrap_corrected_v1_1.json,9342e06db91945be2e44703437229ba45b18bda8,bd308db31aa92e79d65870ea986fd13810a11e40,172ea8c2e2d2103a1e50635ed9681e6a35e4c763e630ae0a7a192555169caaf2,172ea8c2e2d2103a1e50635ed9681e6a35e4c763e630ae0a7a192555169caaf2,CANONICAL,canonical Evidence Closure machine-readable evidence,true,COPIED,byte-identical copy of committed frozen evidence,This is the canonical machine-readable layer; legacy summaries remain historical.
raw/evidence_closure/evidence_semantic_correction_v1_1.json,artifacts/evidence_closure/evidence_semantic_correction_v1_1.json,9342e06db91945be2e44703437229ba45b18bda8,a530a98b9d1d89bb3c1a8462616a8a7e8f1edc1e,2fe3811996508a3bd79dd7cbd620da54a10e04c7a570d39b9d8303e06cf52419,2fe3811996508a3bd79dd7cbd620da54a10e04c7a570d39b9d8303e06cf52419,CANONICAL,canonical Evidence Closure machine-readable evidence,true,COPIED,byte-identical copy of committed frozen evidence,This is the canonical machine-readable layer; legacy summaries remain historical.
